sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2021.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Inertial data Mode - High Fidelity
StartTime: ,2022-03-25_11:11:52_726 EDT
© Xsens Technologies B. V. 2005-2021

PacketCounter,SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Status
281,3592106756,0.999999,-0.000810,0.000341,-0.001357,-0.001954,0.020146,0.162582,0
282,3592123423,0.999999,-0.001234,-0.000293,-0.000284,-0.002935,0.020433,0.160078,0
283,3592140090,0.999999,-0.001271,-0.000161,0.000424,-0.000358,0.012542,0.154193,0
284,3592156757,0.999999,-0.000933,0.000453,0.000236,0.000381,0.001427,0.153586,0
285,3592173424,0.999999,0.000365,0.000947,-0.000373,-0.000067,-0.006937,0.158660,0
286,3592190091,0.999998,0.001766,0.000550,-0.001245,-0.000564,-0.003661,0.163103,0
287,3592206758,0.999991,0.003958,-0.000288,-0.001191,-0.003476,0.006292,0.162136,0
288,3592223425,0.999976,0.006888,-0.000070,-0.000093,-0.004309,0.011992,0.157202,0
289,3592240092,0.999961,0.008768,0.000953,0.000628,-0.004442,0.013559,0.152883,0
290,3592256759,0.999946,0.010185,0.002039,0.000213,-0.001984,0.013883,0.161929,0
291,3592273426,0.999922,0.012370,0.001604,0.000080,-0.005298,0.017926,0.177009,0
292,3592290093,0.999865,0.016341,-0.000781,0.001187,-0.006862,0.021087,0.183636,0
293,3592306760,0.999801,0.019618,-0.002992,0.002245,-0.005922,0.020232,0.174738,0
294,3592323427,0.999772,0.020904,-0.003882,0.001889,-0.001709,0.017505,0.158072,0
295,3592340094,0.999784,0.020415,-0.003835,-0.000032,0.003413,0.021083,0.140982,0
296,3592356761,0.999810,0.019185,-0.002621,-0.002413,0.004586,0.034794,0.130650,0
297,3592373428,0.999867,0.016133,-0.000520,-0.002244,0.002208,0.042435,0.127907,0
298,3592390095,0.999821,0.018822,0.002081,0.000202,-0.004943,0.100279,0.151244,0
299,3592406762,0.999803,0.019706,0.001158,0.001999,-0.006514,0.066965,0.152323,0
300,3592423429,0.999817,0.019063,0.000303,0.001483,0.000651,0.051453,0.151122,0
301,3592440096,0.999825,0.018609,-0.001137,-0.001189,0.001002,0.057715,0.151217,0
302,3592456763,0.999839,0.017412,-0.003375,-0.002783,0.001500,0.079939,0.145410,0
303,3592473430,0.999831,0.017654,-0.004706,-0.001918,-0.002005,0.097676,0.136028,0
304,3592490097,0.999852,0.016792,-0.003732,-0.000009,0.002003,0.103160,0.119775,0
305,3592506764,0.999895,0.014468,-0.001096,-0.000069,0.007328,0.098548,0.114549,0
306,3592523431,0.999913,0.013135,0.001061,-0.001121,0.003846,0.099481,0.123817,0
307,3592540098,0.999934,0.011355,0.000732,-0.001458,0.000413,0.104860,0.132898,0
308,3592556765,0.999964,0.007853,-0.001801,-0.002640,0.004826,0.110653,0.130105,0
309,3592573432,0.999978,0.004820,-0.002881,-0.003543,0.003045,0.125826,0.125946,0
310,3592590099,0.999993,0.002299,-0.002464,-0.001748,0.003460,0.142141,0.114232,0
311,3592606766,1.000000,-0.000619,-0.000489,0.000365,0.006137,0.139939,0.107861,0
312,3592623433,0.999994,-0.002091,0.002462,0.001333,0.004626,0.124471,0.113385,0
313,3592640100,0.999982,-0.004599,0.003764,0.001223,0.001511,0.111106,0.126051,0
314,3592656767,0.999966,-0.007688,0.003082,-0.000151,0.001187,0.099103,0.139398,0
315,3592673434,0.999924,-0.012165,0.000218,-0.002191,0.002773,0.104630,0.141634,0
316,3592690101,0.999810,-0.019037,-0.002620,-0.003379,0.003624,0.116882,0.128734,0
317,3592706768,0.999649,-0.026147,-0.002568,-0.003451,0.006284,0.118699,0.115243,0
318,3592723435,0.999510,-0.031123,0.000033,-0.003445,0.005268,0.110404,0.109611,0
319,3592740102,0.999413,-0.033918,0.003944,-0.002883,-0.002879,0.091816,0.125025,0
320,3592756769,0.999403,-0.033847,0.006437,-0.002622,-0.009904,0.067546,0.154039,0
321,3592773436,0.999464,-0.032194,0.004744,-0.003436,-0.011425,0.055311,0.180371,0
322,3592790103,0.999532,-0.030327,-0.000205,-0.003987,-0.009473,0.057409,0.185782,0
323,3592806770,0.999556,-0.029326,-0.004449,-0.002903,-0.006292,0.059769,0.167744,0
324,3592823437,0.999587,-0.028196,-0.005478,-0.001244,-0.002091,0.048513,0.148018,0
325,3592840104,0.999625,-0.027179,-0.003363,0.000275,-0.001934,0.038767,0.137877,0
326,3592856771,0.999622,-0.027408,-0.000761,0.001816,-0.000145,0.025192,0.135595,0
327,3592873438,0.999467,-0.032618,0.001214,0.000098,0.005569,0.010871,0.134004,0
328,3592890105,0.999216,-0.039397,0.002082,-0.003283,0.003088,-0.004733,0.151488,0
329,3592906772,0.999235,-0.038882,0.000611,-0.004197,-0.008855,-0.016682,0.173912,0
330,3592923439,0.999389,-0.034780,-0.001641,-0.002894,-0.010440,-0.033198,0.177026,0
331,3592940106,0.999495,-0.031384,-0.004059,-0.003030,-0.001401,-0.039184,0.156319,0
332,3592956773,0.999280,-0.037298,-0.005265,-0.004573,0.010143,-0.038692,0.123241,0
333,3592973440,0.998951,-0.045192,-0.004848,-0.005509,0.008556,-0.035768,0.113070,0
334,3592990107,0.998907,-0.046530,-0.003539,-0.002682,0.000888,-0.042588,0.116034,0
335,3593006774,0.999185,-0.040347,-0.001023,0.000446,0.007248,-0.086996,0.111216,0
336,3593023441,0.999429,-0.033698,0.000816,0.002220,0.003807,-0.114276,0.114389,0
337,3593040108,0.999647,-0.026346,0.001864,0.002769,0.002378,-0.123490,0.123324,0
338,3593056775,0.999756,-0.021925,-0.000756,0.002465,0.003888,-0.130398,0.122487,0
339,3593073442,0.999767,-0.021135,-0.004411,0.000889,0.004450,-0.138727,0.105003,0
340,3593090109,0.999752,-0.021931,-0.003812,-0.000838,0.008383,-0.133483,0.079293,0
341,3593106776,0.999762,-0.021762,-0.000386,-0.001124,0.007401,-0.125235,0.081321,0
342,3593123443,0.999853,-0.017048,0.001553,0.000864,0.002556,-0.126358,0.092240,0
343,3593140110,0.999935,-0.010989,0.001228,0.002939,-0.000036,-0.147223,0.107887,0
344,3593156777,0.999986,-0.003324,-0.001729,0.003633,-0.000341,-0.167510,0.101630,0
345,3593173444,0.999979,0.005352,-0.002029,0.003030,0.003473,-0.187076,0.079343,0
346,3593190111,0.999920,0.012579,0.001105,0.001157,0.007301,-0.182100,0.070407,0
347,3593206778,0.999768,0.021242,0.003453,0.000875,0.004697,-0.158482,0.085398,0
348,3593223445,0.999602,0.027827,0.004044,0.002309,-0.001149,-0.139377,0.094056,0
349,3593240112,0.999509,0.030999,0.003257,0.003208,0.000438,-0.131920,0.104990,0
350,3593256779,0.999495,0.031614,0.001896,0.002727,-0.002017,-0.124947,0.119801,0
351,3593273446,0.999432,0.033574,-0.000028,0.002963,-0.006016,-0.116593,0.128881,0
352,3593290113,0.999384,0.034882,-0.002283,0.003093,-0.006489,-0.109901,0.129160,0
353,3593306780,0.999374,0.035119,-0.002841,0.003064,-0.001317,-0.096882,0.120977,0
354,3593323447,0.999433,0.033480,-0.001746,0.003191,0.001916,-0.085927,0.118506,0
355,3593340114,0.999482,0.032027,0.000453,0.003035,0.001617,-0.068982,0.124785,0
356,3593356781,0.999644,0.026576,0.001780,0.001701,-0.001417,-0.064380,0.140985,0
357,3593373448,0.999734,0.023021,0.000722,0.000967,-0.005370,-0.055735,0.147107,0
358,3593390115,0.999809,0.019538,0.000092,-0.000266,-0.005246,-0.045490,0.150471,0
359,3593406782,0.999795,0.020240,0.000671,0.000401,-0.011017,-0.038581,0.164693,0
360,3593423449,0.999648,0.026434,0.000423,0.002401,-0.012266,-0.034279,0.166002,0
361,3593440116,0.999557,0.029446,-0.000359,0.004225,-0.001962,-0.029481,0.159325,0
362,3593456783,0.999644,0.026501,-0.001039,0.003033,0.002696,-0.026518,0.146155,0
363,3593473450,0.999781,0.020927,-0.000547,-0.000564,0.001543,-0.023283,0.140101,0
364,3593490117,0.999882,0.014824,0.000948,-0.003920,-0.001363,-0.002025,0.144187,0
365,3593506784,0.999945,0.009629,0.001202,-0.003864,-0.007954,0.030590,0.163472,0
366,3593523451,0.999993,0.003430,-0.000213,-0.001552,-0.010850,0.065380,0.171067,0
367,3593540118,0.999994,0.002889,-0.001506,0.001536,-0.005990,0.045516,0.165000,0
368,3593556785,0.999996,0.001154,-0.001205,0.002461,-0.000089,0.008263,0.154384,0
369,3593573452,0.999999,-0.000027,0.000685,0.000881,0.003235,-0.005306,0.152483,0
370,3593590119,0.999998,-0.000420,0.001597,-0.001047,-0.002060,-0.012210,0.162278,0
371,3593606786,0.999998,-0.000368,0.001114,-0.001826,-0.005532,-0.000768,0.169851,0
372,3593623453,0.999999,-0.000316,0.000329,-0.001399,-0.007554,0.013101,0.173136,0
373,3593640120,1.000000,0.000809,0.000152,0.000404,-0.009226,0.014622,0.170172,0
374,3593656787,0.999998,0.000986,0.000400,0.001415,-0.005734,0.006047,0.166655,0
375,3593673454,0.999999,0.000439,0.000592,0.000791,-0.003305,0.003131,0.166229,0
376,3593690121,1.000000,-0.000753,0.000418,0.000064,-0.005947,0.004648,0.166573,0
377,3593706788,0.999996,-0.002867,-0.000290,-0.000582,-0.006363,0.001219,0.166540,0
378,3593723455,0.999988,-0.004459,-0.000833,-0.001887,-0.006949,0.000660,0.169763,0
379,3593740122,0.999985,-0.004804,-0.001413,-0.002146,-0.008792,0.010406,0.169114,0
380,3593756789,0.999986,-0.004822,-0.001960,-0.001086,-0.006146,0.013765,0.164579,0
381,3593773456,0.999994,-0.003243,-0.001565,0.000060,-0.004036,0.005516,0.159023,0
382,3593790123,0.999999,-0.001423,-0.000399,0.000793,-0.001667,-0.002989,0.153897,0
383,3593806790,1.000000,-0.000376,0.000592,0.000496,0.000184,-0.011160,0.152080,0
384,3593823457,0.999999,-0.000713,0.001057,-0.000835,0.002523,-0.010358,0.156677,0
385,3593840124,0.999998,-0.001156,0.000192,-0.001654,-0.001847,-0.002516,0.162398,0
386,3593856791,0.999998,-0.001170,-0.000892,-0.001340,-0.004234,0.004026,0.161439,0
387,3593873458,0.999999,0.000682,-0.000651,-0.000510,-0.004258,0.004283,0.158080,0
388,3593890125,0.999991,0.003999,0.000918,0.000697,-0.004937,-0.001814,0.159489,0
389,3593906792,0.999956,0.008987,0.002046,0.001636,-0.005946,-0.008701,0.165139,0
390,3593923459,0.999937,0.010992,0.001980,0.001290,-0.007187,-0.000696,0.166448,0
391,3593940126,0.999951,0.009836,0.000792,0.000656,-0.006111,0.014095,0.167998,0
392,3593956793,0.999966,0.008197,-0.000656,0.000794,-0.004900,0.021551,0.165953,0
393,3593973460,0.999956,0.009140,-0.001432,0.001222,-0.007977,0.012201,0.168832,0
394,3593990127,0.999877,0.015467,-0.001285,0.002382,-0.009185,0.005347,0.174954,0
395,3594006794,0.999728,0.022787,-0.002824,0.004046,-0.005040,0.010631,0.168990,0
396,3594023461,0.999657,0.025355,-0.004778,0.004440,0.000837,0.016442,0.148269,0
397,3594040128,0.999700,0.024025,-0.003899,0.002792,0.005774,0.019642,0.135276,0
398,3594056795,0.999737,0.022871,-0.001306,0.000640,0.004629,0.026666,0.134612,0
399,3594073462,0.999788,0.020495,-0.000388,-0.001751,0.002759,0.045838,0.142778,0
400,3594090129,0.999816,0.019112,-0.000825,-0.001700,-0.002308,0.064884,0.151966,0
401,3594106796,0.999745,0.022444,-0.002064,0.001008,-0.004102,0.090490,0.157750,0
402,3594123463,0.999614,0.027233,-0.002936,0.004662,-0.004106,0.078773,0.142433,0
403,3594140130,0.999593,0.027965,-0.002604,0.005075,0.007469,0.065077,0.122739,0
404,3594156797,0.999644,0.026595,-0.001220,0.001862,0.012026,0.062715,0.117351,0
405,3594173464,0.999685,0.025067,-0.000082,-0.001580,0.005478,0.079970,0.124468,0
406,3594190131,0.999681,0.025173,-0.000178,-0.002130,-0.003075,0.099657,0.132606,0
407,3594206798,0.999759,0.021823,-0.001695,-0.001432,-0.000282,0.113706,0.124653,0
408,3594223465,0.999898,0.013487,-0.003208,-0.003367,0.008663,0.125269,0.112029,0
409,3594240132,0.999968,0.005014,-0.002942,-0.005406,0.009349,0.136360,0.108039,0
410,3594256799,0.999990,-0.000076,-0.001533,-0.004306,0.003510,0.143779,0.110689,0
411,3594273466,0.999988,-0.004104,-0.000145,-0.002548,0.002984,0.130364,0.112141,0
412,3594290133,0.999972,-0.006708,0.001227,-0.003186,0.005815,0.113136,0.124329,0
413,3594306800,0.999971,-0.006260,0.000362,-0.004224,0.003123,0.119384,0.138350,0
414,3594323467,0.999976,-0.005841,-0.002094,-0.003083,0.002654,0.135643,0.135422,0
415,3594340134,0.999970,-0.006987,-0.002992,-0.001400,0.004910,0.140162,0.120029,0
416,3594356801,0.999938,-0.011058,-0.001503,-0.000509,0.006825,0.138585,0.108077,0
417,3594373468,0.999852,-0.017188,0.000588,-0.000486,0.005298,0.128441,0.110345,0
418,3594390135,0.999734,-0.022971,0.001891,-0.001177,-0.001809,0.110131,0.124382,0
419,3594406802,0.999628,-0.027073,0.001627,-0.002891,0.000425,0.094112,0.140844,0
420,3594423469,0.999549,-0.029550,-0.000421,-0.005266,0.001763,0.099186,0.149811,0
421,3594440136,0.999442,-0.032893,-0.002757,-0.005039,-0.000428,0.115613,0.144426,0
422,3594456803,0.999296,-0.037243,-0.003705,-0.002752,0.001312,0.121605,0.132529,0
423,3594473470,0.999252,-0.038603,-0.002086,0.000971,0.000464,0.101330,0.129017,0
424,3594490137,0.999243,-0.038679,0.000803,0.004203,-0.003870,0.057876,0.133964,0
425,3594506804,0.999256,-0.038349,0.001779,0.003804,0.000861,0.018793,0.144743,0
426,3594523471,0.999380,-0.035192,0.001129,-0.000318,0.005510,0.000325,0.155172,0
427,3594540138,0.999394,-0.034710,0.000986,-0.002222,0.004496,0.003443,0.154341,0
428,3594556805,0.999313,-0.037018,-0.000202,-0.001888,-0.001649,0.024006,0.153737,0
429,3594573472,0.999099,-0.042403,-0.001919,-0.000477,-0.002864,0.014727,0.147316,0
430,3594590139,0.999042,-0.043700,-0.002281,0.000863,-0.001385,-0.008403,0.144013,0
431,3594606806,0.999198,-0.039990,-0.001219,0.001735,-0.001299,-0.028480,0.140228,0
432,3594623473,0.999366,-0.035553,0.000829,0.001710,0.002338,-0.088529,0.132769,0
433,3594640140,0.999388,-0.034984,-0.000429,0.000118,0.005601,-0.092539,0.133049,0
434,3594656807,0.999437,-0.033395,0.000790,-0.003133,0.007483,-0.089006,0.122976,0
435,3594673474,0.999376,-0.034975,0.001612,-0.004667,0.005807,-0.073337,0.123865,0
436,3594690141,0.999322,-0.036562,0.000797,-0.004151,-0.001122,-0.074948,0.134410,0
437,3594706808,0.999357,-0.035751,-0.001244,-0.002568,-0.002903,-0.091560,0.133689,0
438,3594723475,0.999494,-0.031650,-0.002858,-0.001404,-0.000000,-0.116129,0.126850,0
439,3594740142,0.999697,-0.024305,-0.003639,-0.001416,0.003782,-0.130264,0.118104,0
440,3594756809,0.999855,-0.016599,-0.003792,-0.000839,0.008706,-0.133677,0.100917,0
441,3594773476,0.999910,-0.013132,-0.002790,-0.000827,0.009847,-0.127120,0.086534,0
442,3594790143,0.999933,-0.011451,-0.001220,-0.000749,0.008869,-0.128656,0.080832,0
443,3594806810,0.999963,-0.008521,0.001088,-0.000251,0.007290,-0.134810,0.081340,0
444,3594823477,0.999989,-0.003662,0.002995,0.000140,0.005837,-0.142023,0.089372,0
445,3594840144,0.999990,0.001892,0.003895,0.000895,0.005551,-0.146647,0.100348,0
446,3594856811,0.999959,0.008291,0.003285,0.001475,0.002097,-0.147354,0.110658,0
447,3594873478,0.999857,0.016576,0.002101,0.002733,0.001016,-0.148937,0.113421,0
448,3594890145,0.999658,0.025779,0.001537,0.004137,0.003736,-0.146319,0.106913,0
449,3594906812,0.999425,0.033512,0.001248,0.004984,0.005957,-0.139183,0.104699,0
450,3594923479,0.999272,0.037763,0.001006,0.005308,0.005450,-0.121063,0.103471,0
451,3594940146,0.999212,0.039329,0.000681,0.005301,0.005686,-0.106637,0.113221,0
452,3594956813,0.999222,0.039005,0.000784,0.005768,-0.001739,-0.090222,0.122124,0
453,3594973480,0.999275,0.037523,0.001229,0.006294,-0.003753,-0.081390,0.134003,0
454,3594990147,0.999336,0.035905,0.000980,0.006176,-0.004360,-0.076942,0.142859,0
455,3595006814,0.999459,0.032479,0.000766,0.005044,-0.007021,-0.064965,0.149048,0
456,3595023481,0.999557,0.029510,-0.000279,0.003834,-0.009469,-0.051251,0.154071,0
457,3595040148,0.999670,0.025475,-0.001198,0.003205,-0.006524,-0.039635,0.148874,0
458,3595056815,0.999765,0.021578,-0.000432,0.002128,-0.005227,-0.034090,0.149043,0
459,3595073482,0.999739,0.022762,0.000182,0.002045,-0.009286,-0.034708,0.161024,0
460,3595090149,0.999701,0.024301,-0.000242,0.002529,-0.013114,-0.025221,0.154732,0
461,3595106816,0.999739,0.022760,-0.000223,0.001936,-0.006736,-0.017168,0.150516,0
462,3595123483,0.999778,0.020978,0.000825,0.001858,-0.003426,-0.007574,0.147032,0
463,3595140150,0.999838,0.017869,0.002256,0.000544,-0.007233,-0.002291,0.151987,0
464,3595156817,0.999906,0.013527,0.002076,-0.001295,-0.007226,-0.000004,0.161237,0
465,3595173484,0.999954,0.009038,0.000092,-0.003261,-0.007953,0.011317,0.165988,0
466,3595190151,0.999983,0.004528,-0.001520,-0.003324,-0.007390,0.025262,0.160341,0
467,3595206818,0.999996,-0.001521,-0.002092,-0.001502,-0.008195,0.038220,0.148559,0
468,3595223485,0.999989,-0.004306,0.001183,-0.001282,-0.004528,0.047852,0.155849,0
469,3595240152,0.999990,-0.003747,0.002518,-0.000596,-0.010176,0.014915,0.163841,0
470,3595256819,0.999990,-0.002543,0.003511,-0.001092,-0.011894,0.004945,0.175962,0
471,3595273486,0.999993,-0.001670,0.002957,-0.001726,-0.013650,0.013021,0.185193,0
472,3595290153,0.999996,-0.002148,0.000391,-0.001560,-0.014018,0.024853,0.188160,0
473,3595306820,0.999991,-0.003520,-0.002149,-0.000713,-0.012239,0.027810,0.182710,0
474,3595323487,0.999984,-0.004506,-0.003242,0.000453,-0.008149,0.021404,0.169012,0
475,3595340154,0.999981,-0.005279,-0.003038,0.000247,-0.003273,0.005260,0.161339,0
476,3595356821,0.999986,-0.004938,-0.001702,-0.000771,-0.002052,-0.000502,0.155922,0
477,3595373488,0.999991,-0.004086,-0.000582,-0.001319,-0.002811,0.000480,0.155056,0
478,3595390155,0.999996,-0.002622,0.000550,-0.001218,-0.004293,0.005577,0.155673,0
479,3595406822,0.999997,-0.002049,0.001336,-0.000606,-0.006453,0.010461,0.161932,0
480,3595423489,0.999998,-0.001574,0.000580,0.000506,-0.010113,0.008098,0.168959,0
481,3595440156,0.999999,-0.001143,-0.000703,0.001044,-0.007755,0.001195,0.165279,0
482,3595456823,0.999999,-0.000981,-0.000961,0.000385,-0.005295,-0.002674,0.160404,0
483,3595473490,1.000000,-0.000638,-0.000454,-0.000289,-0.007726,0.000994,0.157176,0
484,3595490157,1.000000,0.000126,0.000372,0.000139,-0.009448,0.005504,0.157945,0
485,3595506824,1.000000,0.000411,0.000557,0.000583,-0.008930,0.004214,0.162375,0
486,3595523491,0.999999,0.000789,-0.000234,0.000788,-0.007308,0.002296,0.164531,0
487,3595540158,0.999999,0.000373,-0.001320,0.000681,-0.005343,0.003397,0.160959,0
488,3595556825,0.999999,0.000482,-0.001463,0.000778,-0.002908,0.003034,0.154509,0
489,3595573492,0.999999,0.000878,-0.000495,0.001120,-0.001816,0.001354,0.148864,0
490,3595590159,0.999999,0.000935,0.000919,0.001021,0.000738,-0.003129,0.150970,0
491,3595606826,0.999998,0.001083,0.001431,0.000361,-0.001160,-0.002169,0.157893,0
492,3595623493,0.999998,0.001553,0.001084,0.000259,-0.002966,0.003861,0.164409,0
493,3595640160,0.999997,0.002128,0.000569,0.000938,-0.005944,0.008752,0.165552,0
494,3595656827,0.999998,0.001666,0.000356,0.001370,-0.005128,0.007694,0.165221,0
495,3595673494,0.999998,0.001359,0.000512,0.001417,-0.009374,0.003420,0.165742,0
496,3595690161,0.999999,0.000852,0.000725,0.001295,-0.010694,-0.000385,0.167799,0
497,3595706828,1.000000,0.000245,0.000176,0.000474,-0.011278,-0.004057,0.168987,0
498,3595723495,1.000000,0.000403,-0.000215,-0.000325,-0.010456,-0.001413,0.168395,0
499,3595740162,0.999999,0.000730,-0.000668,-0.000175,-0.009456,0.005106,0.164621,0
500,3595756829,0.999999,0.000975,-0.000848,0.000304,-0.007722,0.007796,0.160954,0
501,3595773496,0.999999,0.001018,-0.000475,0.000666,-0.005799,0.007666,0.158006,0
502,3595790163,0.999999,0.000924,-0.000062,0.000797,-0.004094,0.005621,0.155717,0
503,3595806830,1.000000,0.000533,0.000546,0.000405,-0.003322,0.003015,0.156720,0
504,3595823497,1.000000,0.000387,0.000886,-0.000047,-0.005418,0.002936,0.160379,0
505,3595840164,0.999999,0.000702,0.000747,-0.000055,-0.006495,0.003474,0.164860,0
506,3595856831,0.999999,0.001466,0.000171,0.000155,-0.007496,0.005220,0.164895,0
507,3595873498,0.999998,0.001989,0.000081,0.000289,-0.007704,0.006405,0.164592,0
508,3595890165,0.999998,0.002074,0.000345,0.000377,-0.008882,0.012200,0.163618,0
509,3595906832,0.999999,0.000880,0.000224,0.000466,-0.009290,0.013694,0.165694,0
510,3595923499,1.000000,-0.000447,-0.000104,0.000229,-0.009474,0.011444,0.164871,0
511,3595940166,0.999999,-0.001263,-0.000059,-0.000301,-0.008880,0.008995,0.164916,0
512,3595956833,0.999999,-0.000904,0.000011,-0.000456,-0.008290,0.011029,0.165520,0
513,3595973500,1.000000,-0.000473,-0.000457,-0.000215,-0.007861,0.011301,0.164525,0
